month,project,impressions,clicks,sessions,transactions,revenue,ad_spend,ctr,click_to_session,conversion_rate,cpc,cpm,cpa,roas
2024-09-01,Project Alpha,859502,21384,42604,930,60624.54,17625.09,0.024879523258817315,1.9923307145529368,0.02182893625011736,0.8242185746352413,20.506165197986743,18.951709677419355,3.439672648480093
2024-09-01,Project Beta,711590,14067,28056,706,64305.93,8234.99,0.019768405964108546,1.9944551076988697,0.02516395779868834,0.5854119570626288,11.572661223457327,11.664291784702549,7.808865584536229
2024-09-01,Project Gamma,647612,10809,19831,728,28516.5,5613.46,0.016690549279506865,1.834674808030345,0.03671020120014119,0.5193320381163845,8.667936974608253,7.710796703296704,5.0800219472482215
2024-10-01,Project Alpha,1102407,27050,51361,1060,67811.68,21354.43,0.024537217198366847,1.898743068391867,0.020638227448842507,0.7894428835489834,19.37073149934643,20.145688679245282,3.175532196363939
2024-10-01,Project Beta,920220,15808,30661,742,67568.05,9298.63,0.017178500793288563,1.9395875506072875,0.024200123935944687,0.5882230516194331,10.104790158875051,12.531846361185982,7.266452154779791
2024-10-01,Project Gamma,735421,12341,22167,752,29464.54,5902.33,0.016780864294057417,1.7962077627420792,0.03392430189019714,0.4782699943278502,8.025783870735266,7.848843085106383,4.992018406290398
2024-11-01,Project Alpha,1075587,25736,47430,1016,62613.2,20541.36,0.023927399643171587,1.8429437364003731,0.021421041534893527,0.7981566677028288,19.09781356598769,20.21787401574803,3.0481526052802734
2024-11-01,Project Beta,897078,16940,33617,935,80316.5,9259.6,0.018883530752063924,1.9844746162927982,0.02781330874260047,0.5466115702479339,10.32195639621081,9.903315508021391,8.673862801848891
2024-11-01,Project Gamma,668824,10895,21437,759,31131.27,5207.98,0.016289786251689534,1.967599816429555,0.03540607361104632,0.4780156034878384,7.786772005789266,6.86163372859025,5.977609361019052
2024-12-01,Project Alpha,1270706,28879,52474,1238,81822.64,22842.57,0.02272673616084287,1.817029675542782,0.023592636353241606,0.7909751030160324,17.97628247604088,18.451187399030694,3.5820242643450366
2024-12-01,Project Beta,1008818,18128,35417,1063,95906.36,11598.88,0.017969544556104274,1.9537180052956753,0.03001383516390434,0.6398323036187114,11.49749508831127,10.91145813734713,8.268588001600156
2024-12-01,Project Gamma,820643,12544,23658,903,35776.35,6336.43,0.01528557484801552,1.886001275510204,0.038168906923662184,0.5051363201530612,7.721299030150748,7.017087486157254,5.6461367047375255
2025-01-01,Project Alpha,1161884,29405,57259,1225,81311.74,22145.73,0.02530803419274213,1.9472538683897296,0.02139401666113624,0.7531280394490732,19.060190173889993,18.07814693877551,3.6716667276265
2025-01-01,Project Beta,1045612,19855,36859,876,80070.66,11613.51,0.018988879240100533,1.8564089649962225,0.023766244336525678,0.5849161420297154,11.106901986587758,13.257431506849315,6.89461325645735
2025-01-01,Project Gamma,796223,13293,25365,865,34816.76,6573.45,0.016695071606823715,1.9081471451139698,0.034102109205598266,0.4945046264951478,8.25579014924211,7.599364161849711,5.29657333668013
2025-02-01,Project Alpha,1343202,28108,55964,1170,74546.05,22361.18,0.020926115357183805,1.9910345809022343,0.02090629690515331,0.7955450405578484,16.647667290549002,19.11211965811966,3.3337261271542915
2025-02-01,Project Beta,950719,20020,40446,981,86406.82,12395.99,0.021057746821090143,2.0202797202797202,0.02425456163773921,0.6191803196803197,13.03854240842983,12.636075433231396,6.9705461201566
2025-02-01,Project Gamma,917754,14314,26911,902,37237.11,6620.83,0.01559677211976194,1.8800475059382422,0.0335178923116941,0.46254226631270084,7.214166323437435,7.340166297117516,5.624235934165354
2025-03-01,Project Alpha,1496036,33209,63372,1330,89142.25,25686.11,0.022197995235408774,1.9082778764792676,0.020987186770182416,0.7734683368966244,17.169446457170817,19.312864661654135,3.470445700030094
2025-03-01,Project Beta,1278346,21731,41393,1052,97291.92,13699.64,0.01699931004595,1.9047903916064608,0.02541492522890344,0.6304192167870784,10.716691725088513,13.022471482889733,7.101786616290648
2025-03-01,Project Gamma,840778,14632,27716,917,37982.729999999996,7602.1,0.017402929191772384,1.8942044833242209,0.033085582335113294,0.519553034445052,9.041744669817717,8.290185387131952,4.996347061996027
2025-04-01,Project Alpha,1694780,36667,70041,1598,99797.82,29649.19,0.021635256493468178,1.910191725529768,0.022815208235176538,0.8086069217552567,17.494418154568734,18.553936170212765,3.3659543481626315
2025-04-01,Project Beta,1151712,22124,42113,1171,99098.2,13658.68,0.01920966352699286,1.9034984632073766,0.02780614062166077,0.6173693726270114,11.859457920035565,11.664116140051238,7.255327747630078
2025-04-01,Project Gamma,867765,14058,27774,952,35977.4,7499.88,0.016200238543845395,1.9756722151088348,0.034276661625981135,0.5334955185659411,8.642754662840746,7.878025210084034,4.797063419681382
2025-05-01,Project Alpha,1475648,35519,68488,1466,95097.48,28493.99,0.024070103439302597,1.9282074382724739,0.021405209671767317,0.8022182493876517,19.309476243657027,19.43655525238745,3.3374574778751587
2025-05-01,Project Beta,1194678,22867,44676,1203,103339.74,12717.68,0.01914072243734295,1.9537324528796955,0.026927209239860327,0.5561586565793502,10.645278476710878,10.57163757273483,8.12567543765844
2025-05-01,Project Gamma,821281,14536,28053,1003,39115.7,7322.48,0.017699179696108885,1.9298981838194826,0.035753751826899084,0.503747936158503,8.91592524361333,7.300578265204386,5.341865051184844
2025-06-01,Project Alpha,1087565,27821,56834,1265,81764.38,22252.52,0.025580999756336403,2.0428453326623774,0.02225780342752578,0.7998461593760109,20.460864408104342,17.590924901185772,3.6743874401640806
